# Pathway	JH144_Abundance-CPM
PWY-7199: pyrimidine deoxyribonucleosides salvage|unclassified	55.668
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_uniformis	9.57184
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Blautia.s__Ruminococcus_torques	8.63945
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_dorei	5.91068
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_vulgatus	3.83126
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Roseburia.s__Roseburia_hominis	3.81655
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Streptococcus.s__Streptococcus_thermophilus	2.85779
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_83	1.43622
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_cellulosilyticus	1.42985
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_xylanisolvens	1.25534
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_faecis	1.00548
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Alistipes.s__Alistipes_putredinis	0.852401
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Odoribacter.s__Odoribacter_splanchnicus	0.628846
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Parabacteroides.s__Parabacteroides_distasonis	0.607672
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Flavonifractor.s__Flavonifractor_plautii	0.351796
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_fragilis	0.280848
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Eubacterium.s__Eubacterium_ramulus	0.270841
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Oscillibacter.s__Oscillibacter_sp_57_20	0.252048
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_salyersiae	0.150297
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Barnesiella.s__Barnesiella_intestinihominis	0.121968
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	237.394
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|unclassified	90.5343
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	14.6825
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Eubacterium.s__Eubacterium_sp_CAG_180	7.30887
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans	1.33409
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Bilophila.s__Bilophila_wadsworthia	1.22851
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Oxalobacter.s__Oxalobacter_formigenes	1.20241
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Agathobaculum.s__Agathobaculum_butyriciproducens	1.01743
PWY-6823: molybdopterin biosynthesis	236.09
PWY-6823: molybdopterin biosynthesis|unclassified	46.9219
PWY-6823: molybdopterin biosynthesis|g__Blautia.s__Blautia_obeum	40.3377
PWY-6823: molybdopterin biosynthesis|g__Blautia.s__Blautia_wexlerae	36.5117
PWY-6823: molybdopterin biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	21.7646
PWY-6823: molybdopterin biosynthesis|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	7.82915
PWY-6823: molybdopterin biosynthesis|g__Blautia.s__Ruminococcus_torques	7.69129
PWY-6823: molybdopterin biosynthesis|g__Eubacterium.s__Eubacterium_hallii	7.48052
PWY-6823: molybdopterin biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	7.31494
PWY-6823: molybdopterin biosynthesis|g__Roseburia.s__Roseburia_intestinalis	5.13126
PWY-6823: molybdopterin biosynthesis|g__Roseburia.s__Roseburia_inulinivorans	5.11319
PWY-6823: molybdopterin biosynthesis|g__Eubacterium.s__Eubacterium_ramulus	4.279
PWY-6823: molybdopterin biosynthesis|g__Dorea.s__Dorea_formicigenerans	3.85677
PWY-6823: molybdopterin biosynthesis|g__Holdemanella.s__Holdemanella_biformis	3.38033
PWY-6823: molybdopterin biosynthesis|g__Dorea.s__Dorea_longicatena	3.04512
PWY-6823: molybdopterin biosynthesis|g__Coprococcus.s__Coprococcus_comes	3.0213
PWY-6823: molybdopterin biosynthesis|g__Collinsella.s__Collinsella_aerofaciens	3.0171
PWY-6823: molybdopterin biosynthesis|g__Coprococcus.s__Coprococcus_catus	2.23611
PWY-6823: molybdopterin biosynthesis|g__Gordonibacter.s__Gordonibacter_pamelaeae	1.99209
PWY-6823: molybdopterin biosynthesis|g__Bilophila.s__Bilophila_wadsworthia	1.40673
PWY-6823: molybdopterin biosynthesis|g__Oxalobacter.s__Oxalobacter_formigenes	1.25064
PWY-6823: molybdopterin biosynthesis|g__Agathobaculum.s__Agathobaculum_butyriciproducens	0.609988
PWY-6823: molybdopterin biosynthesis|g__Slackia.s__Slackia_isoflavoniconvertens	0.574365
PWY-6823: molybdopterin biosynthesis|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	0.507292
PWY-6823: molybdopterin biosynthesis|g__Asaccharobacter.s__Asaccharobacter_celatus	0.391998
PWY-6823: molybdopterin biosynthesis|g__Lachnoclostridium.s__Clostridium_citroniae	0.0664793
PWY-3001: superpathway of L-isoleucine biosynthesis I	235.899
PWY-3001: superpathway of L-isoleucine biosynthesis I|unclassified	85.8342
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	18.5976
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Oxalobacter.s__Oxalobacter_formigenes	1.19804
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Agathobaculum.s__Agathobaculum_butyriciproducens	0.875561
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Parasutterella.s__Parasutterella_excrementihominis	0.276411
P161-PWY: acetylene degradation (anaerobic)	233.735
P161-PWY: acetylene degradation (anaerobic)|unclassified	35.8678
P161-PWY: acetylene degradation (anaerobic)|g__Blautia.s__Blautia_wexlerae	18.4786
P161-PWY: acetylene degradation (anaerobic)|g__Blautia.s__Blautia_obeum	10.2364
P161-PWY: acetylene degradation (anaerobic)|g__Eubacterium.s__Eubacterium_eligens	5.55064
P161-PWY: acetylene degradation (anaerobic)|g__Ruminococcus.s__Ruminococcus_lactaris	5.20491
P161-PWY: acetylene degradation (anaerobic)|g__Lachnospira.s__Lachnospira_pectinoschiza	5.02754
P161-PWY: acetylene degradation (anaerobic)|g__Dorea.s__Dorea_longicatena	3.41299
P161-PWY: acetylene degradation (anaerobic)|g__Lactobacillus.s__Lactobacillus_rogosae	2.53756
P161-PWY: acetylene degradation (anaerobic)|g__Collinsella.s__Collinsella_aerofaciens	1.75698
P161-PWY: acetylene degradation (anaerobic)|g__Blautia.s__Ruminococcus_torques	1.66966
P161-PWY: acetylene degradation (anaerobic)|g__Bilophila.s__Bilophila_wadsworthia	1.4958
P161-PWY: acetylene degradation (anaerobic)|g__Flavonifractor.s__Flavonifractor_plautii	0.373338
P161-PWY: acetylene degradation (anaerobic)|g__Lachnoclostridium.s__Clostridium_citroniae	0.132942
P161-PWY: acetylene degradation (anaerobic)|g__Lachnoclostridium.s__Clostridium_bolteae	0.0695951
P161-PWY: acetylene degradation (anaerobic)|g__Blautia.s__Blautia_hydrogenotrophica	0.0445147
PWY0-1477: ethanolamine utilization	233.735
PWY0-1477: ethanolamine utilization|unclassified	37.9156
PWY0-1477: ethanolamine utilization|g__Blautia.s__Blautia_wexlerae	18.4786
PWY0-1477: ethanolamine utilization|g__Blautia.s__Blautia_obeum	10.2364
PWY0-1477: ethanolamine utilization|g__Eubacterium.s__Eubacterium_sp_CAG_180	8.72083
PWY0-1477: ethanolamine utilization|g__Eubacterium.s__Eubacterium_eligens	5.55064
PWY0-1477: ethanolamine utilization|g__Ruminococcus.s__Ruminococcus_lactaris	5.20491
PWY0-1477: ethanolamine utilization|g__Lachnospira.s__Lachnospira_pectinoschiza	5.02754
PWY0-1477: ethanolamine utilization|g__Dorea.s__Dorea_longicatena	3.41299
PWY0-1477: ethanolamine utilization|g__Bilophila.s__Bilophila_wadsworthia	2.79585
PWY0-1477: ethanolamine utilization|g__Lactobacillus.s__Lactobacillus_rogosae	2.53756
PWY0-1477: ethanolamine utilization|g__Collinsella.s__Collinsella_aerofaciens	1.75698
PWY0-1477: ethanolamine utilization|g__Blautia.s__Ruminococcus_torques	1.66966
PWY0-1477: ethanolamine utilization|g__Flavonifractor.s__Flavonifractor_plautii	1.11026
PWY0-1477: ethanolamine utilization|g__Lachnoclostridium.s__Clostridium_citroniae	0.132942
PWY0-1477: ethanolamine utilization|g__Lachnoclostridium.s__Clostridium_bolteae	0.0695951
PWY0-1477: ethanolamine utilization|g__Blautia.s__Blautia_hydrogenotrophica	0.0445147
GLUCONEO-PWY: gluconeogenesis I	225.77
GLUCONEO-PWY: gluconeogenesis I|unclassified	80.2156
GLUCONEO-PWY: gluconeogenesis I|g__Alistipes.s__Alistipes_putredinis	1.34444
GLUCONEO-PWY: gluconeogenesis I|g__Barnesiella.s__Barnesiella_intestinihominis	0.361945
GLUCONEO-PWY: gluconeogenesis I|g__Alistipes.s__Alistipes_shahii	0.208113
GLUCONEO-PWY: gluconeogenesis I|g__Alistipes.s__Alistipes_finegoldii	0.192819
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	222.364
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|unclassified	47.3634
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Ruminococcus.s__Ruminococcus_bromii	31.0288
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Blautia.s__Blautia_wexlerae	28.0478
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Blautia.s__Blautia_obeum	18.5486
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Phascolarctobacterium.s__Phascolarctobacterium_faecium	16.3145
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Akkermansia.s__Akkermansia_muciniphila	7.44544
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_hadrus	6.43896
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Roseburia.s__Roseburia_faecis	6.06645
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Blautia.s__Ruminococcus_torques	5.25383
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Eubacterium.s__Eubacterium_eligens	4.48227
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Ruminococcus.s__Ruminococcus_bicirculans	1.97055
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Eubacterium.s__Eubacterium_ramulus	1.94758
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Gordonibacter.s__Gordonibacter_pamelaeae	1.12852
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Bilophila.s__Bilophila_wadsworthia	0.984569
ANAEROFRUCAT-PWY: homolactic fermentation	209.836
ANAEROFRUCAT-PWY: homolactic fermentation|unclassified	46.0859
DAPLYSINESYN-PWY: L-lysine biosynthesis I	208.961
DAPLYSINESYN-PWY: L-lysine biosynthesis I|unclassified	20.6478
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	10.5727
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Oxalobacter.s__Oxalobacter_formigenes	1.18388
PWY-5484: glycolysis II (from fructose 6-phosphate)	207.556
PWY-5484: glycolysis II (from fructose 6-phosphate)|unclassified	40.1461
PWY-5484: glycolysis II (from fructose 6-phosphate)|g__Bacteroides.s__Bacteroides_uniformis	8.63025
PWY-5484: glycolysis II (from fructose 6-phosphate)|g__Bacteroides.s__Bacteroides_dorei	5.13862
PWY-5484: glycolysis II (from fructose 6-phosphate)|g__Bacteroides.s__Bacteroides_vulgatus	3.1063
PWY-5484: glycolysis II (from fructose 6-phosphate)|g__Parabacteroides.s__Parabacteroides_distasonis	1.49118
PWY-5484: glycolysis II (from fructose 6-phosphate)|g__Alistipes.s__Alistipes_putredinis	1.26164
PWY-5484: glycolysis II (from fructose 6-phosphate)|g__Bacteroides.s__Bacteroides_cellulosilyticus	1.24983
PWY-5484: glycolysis II (from fructose 6-phosphate)|g__Bacteroides.s__Bacteroides_faecis	0.992954
PWY-5484: glycolysis II (from fructose 6-phosphate)|g__Bacteroides.s__Bacteroides_stercoris	0.745925
PWY-5484: glycolysis II (from fructose 6-phosphate)|g__Bacteroides.s__Bacteroides_xylanisolvens	0.693688
PWY-5484: glycolysis II (from fructose 6-phosphate)|g__Bacteroides.s__Bacteroides_fragilis	0.400815
PWY-5484: glycolysis II (from fructose 6-phosphate)|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0.346688
PWY-5484: glycolysis II (from fructose 6-phosphate)|g__Parabacteroides.s__Parabacteroides_merdae	0.327118
PWY0-1061: superpathway of L-alanine biosynthesis	207.271
PWY0-1061: superpathway of L-alanine biosynthesis|unclassified	48.544
PWY0-1061: superpathway of L-alanine biosynthesis|g__Blautia.s__Blautia_obeum	33.5388
PWY0-1061: superpathway of L-alanine biosynthesis|g__Blautia.s__Blautia_wexlerae	25.967
PWY0-1061: superpathway of L-alanine biosynthesis|g__Eubacterium.s__Eubacterium_hallii	6.26292
PWY0-1061: superpathway of L-alanine biosynthesis|g__Coprococcus.s__Coprococcus_comes	2.34508
PWY0-1061: superpathway of L-alanine biosynthesis|g__Collinsella.s__Collinsella_aerofaciens	1.81422
PWY0-1061: superpathway of L-alanine biosynthesis|g__Oxalobacter.s__Oxalobacter_formigenes	1.47126
PWY0-1061: superpathway of L-alanine biosynthesis|g__Roseburia.s__Roseburia_sp_CAG_309	0.542026
PWY0-1061: superpathway of L-alanine biosynthesis|g__Parasutterella.s__Parasutterella_excrementihominis	0.331152
PWY0-1061: superpathway of L-alanine biosynthesis|g__Eubacterium.s__Eubacterium_sp_CAG_38	0.0992736
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	205.116
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|unclassified	68.652
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Roseburia.s__Roseburia_faecis	6.46654
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Eubacterium.s__Eubacterium_eligens	4.82103
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Bacteroides.s__Bacteroides_dorei	3.97647
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Roseburia.s__Roseburia_intestinalis	3.89293
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Bacteroides.s__Bacteroides_vulgatus	2.37351
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Clostridium.s__Clostridium_sp_CAG_167	2.30313
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Parabacteroides.s__Parabacteroides_distasonis	1.46582
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Prevotella.s__Prevotella_sp_CAG_1031	1.007
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Bacteroides.s__Bacteroides_faecis	0.502085
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0.416315
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I	201.532
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|unclassified	40.3585
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	26.9675
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Gemmiger.s__Gemmiger_formicilis	24.9261
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Blautia.s__Blautia_obeum	11.3237
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Roseburia.s__Roseburia_inulinivorans	6.73173
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Eubacterium.s__Eubacterium_hallii	5.22284
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Blautia.s__Ruminococcus_torques	4.7713
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Roseburia.s__Roseburia_intestinalis	4.1724
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Coprococcus.s__Coprococcus_catus	3.71608
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	3.5472
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Coprococcus.s__Coprococcus_comes	2.56587
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Dorea.s__Dorea_longicatena	2.0576
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Bilophila.s__Bilophila_wadsworthia	1.99318
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	191.451
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|unclassified	93.0539
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Phascolarctobacterium.s__Phascolarctobacterium_faecium	13.0275
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Eubacterium.s__Eubacterium_sp_CAG_180	8.6053
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Holdemanella.s__Holdemanella_biformis	4.07413
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Streptococcus.s__Streptococcus_thermophilus	3.17246
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Collinsella.s__Collinsella_aerofaciens	2.97446
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Oxalobacter.s__Oxalobacter_formigenes	1.85798
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Bilophila.s__Bilophila_wadsworthia	1.64691
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Ruminococcus.s__Ruminococcus_bicirculans	1.64085
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Gordonibacter.s__Gordonibacter_pamelaeae	1.47217
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_83	1.35883
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Asaccharobacter.s__Asaccharobacter_celatus	1.11252
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Agathobaculum.s__Agathobaculum_butyriciproducens	0.970474
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	0.965645
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Slackia.s__Slackia_isoflavoniconvertens	0.639999
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Parasutterella.s__Parasutterella_excrementihominis	0.362521
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Flavonifractor.s__Flavonifractor_plautii	0.327617
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	189.862
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|unclassified	20.1371
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	6.67431
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_dorei	5.52626
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	3.96
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Streptococcus.s__Streptococcus_thermophilus	2.79238
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Oxalobacter.s__Oxalobacter_formigenes	2.10469
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_cellulosilyticus	1.81001
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	1.1789
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bilophila.s__Bilophila_wadsworthia	1.12565
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_faecis	0.629315
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0.626345
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens	0.419464
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_faecis_CAG_32	0.238595
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	188.168
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|unclassified	30.8848
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Eubacterium.s__Eubacterium_eligens	4.50771
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans	1.36474
THRESYN-PWY: superpathway of L-threonine biosynthesis	188.061
THRESYN-PWY: superpathway of L-threonine biosynthesis|unclassified	83.7962
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	15.7482
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Ruminococcus.s__Ruminococcus_bicirculans	1.6228
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Oxalobacter.s__Oxalobacter_formigenes	1.27846
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Agathobaculum.s__Agathobaculum_butyriciproducens	1.187
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Flavonifractor.s__Flavonifractor_plautii	0.581354
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Parasutterella.s__Parasutterella_excrementihominis	0.323859
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	187.129
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|unclassified	80.2956
PWY-6608: guanosine nucleotides degradation III	185.92
PWY-6608: guanosine nucleotides degradation III|unclassified	38.193
PWY-6608: guanosine nucleotides degradation III|g__Blautia.s__Ruminococcus_torques	8.2972
PWY-6608: guanosine nucleotides degradation III|g__Roseburia.s__Roseburia_intestinalis	5.19225
PWY-6608: guanosine nucleotides degradation III|g__Coprococcus.s__Coprococcus_catus	4.87989
PWY-6608: guanosine nucleotides degradation III|g__Anaerostipes.s__Anaerostipes_hadrus	4.43814
PWY-6608: guanosine nucleotides degradation III|g__Bilophila.s__Bilophila_wadsworthia	1.06264
PWY-6608: guanosine nucleotides degradation III|g__Parabacteroides.s__Parabacteroides_distasonis	0.727319
PWY-6608: guanosine nucleotides degradation III|g__Bacteroides.s__Bacteroides_cellulosilyticus	0.643791
PWY-6608: guanosine nucleotides degradation III|g__Bacteroides.s__Bacteroides_fragilis	0.343419
PWY-6608: guanosine nucleotides degradation III|g__Parabacteroides.s__Parabacteroides_merdae	0.20047
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	184.729
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|unclassified	26.4573
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Eubacterium.s__Eubacterium_ramulus	4.83492
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	3.58794
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Oxalobacter.s__Oxalobacter_formigenes	1.38652
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Agathobaculum.s__Agathobaculum_butyriciproducens	0.519421
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Bacteroides.s__Bacteroides_xylanisolvens	0.41222
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Bacteroides.s__Bacteroides_fragilis	0.131695
PWY-6703: preQ0 biosynthesis	183.182
PWY-6703: preQ0 biosynthesis|unclassified	53.937
PWY-6703: preQ0 biosynthesis|g__Eubacterium.s__Eubacterium_eligens	14.7061
PWY-6703: preQ0 biosynthesis|g__Phascolarctobacterium.s__Phascolarctobacterium_faecium	13.0897
PWY-6703: preQ0 biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	9.04734
PWY-6703: preQ0 biosynthesis|g__Eubacterium.s__Eubacterium_hallii	8.94242
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	8.86049
PWY-6703: preQ0 biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	7.59206
PWY-6703: preQ0 biosynthesis|g__Lactobacillus.s__Lactobacillus_rogosae	6.87245
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_dorei	5.22665
PWY-6703: preQ0 biosynthesis|g__Ruminococcus.s__Ruminococcus_lactaris	5.01941
PWY-6703: preQ0 biosynthesis|g__Blautia.s__Blautia_obeum	4.2277
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	3.34249
PWY-6703: preQ0 biosynthesis|g__Eubacterium.s__Eubacterium_ramulus	3.32097
PWY-6703: preQ0 biosynthesis|g__Streptococcus.s__Streptococcus_thermophilus	2.7097
PWY-6703: preQ0 biosynthesis|g__Coprococcus.s__Coprococcus_catus	2.28592
PWY-6703: preQ0 biosynthesis|g__Dorea.s__Dorea_longicatena	1.73919
PWY-6703: preQ0 biosynthesis|g__Prevotella.s__Prevotella_sp_CAG_1031	1.54533
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_cellulosilyticus	1.54445
PWY-6703: preQ0 biosynthesis|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	1.43265
PWY-6703: preQ0 biosynthesis|g__Oxalobacter.s__Oxalobacter_formigenes	1.38728
PWY-6703: preQ0 biosynthesis|g__Lachnospira.s__Lachnospira_pectinoschiza	1.38466
PWY-6703: preQ0 biosynthesis|g__Alistipes.s__Alistipes_putredinis	1.25552
PWY-6703: preQ0 biosynthesis|g__Bilophila.s__Bilophila_wadsworthia	1.08513
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_thetaiotaomicron	1.05515
PWY-6703: preQ0 biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	0.938096
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_faecis	0.89596
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_faecis_CAG_32	0.807204
PWY-6703: preQ0 biosynthesis|g__Barnesiella.s__Barnesiella_intestinihominis	0.68822
PWY-6703: preQ0 biosynthesis|g__Asaccharobacter.s__Asaccharobacter_celatus	0.618435
